question_id,cell,gt,article,object,category_id,supercategory,image1_id,image1_file,image2_id,image2_file,pope_split,assignment
1271,2,yes,a,bicycle,2,vehicle,244455,COCO_val2014_000000244455.jpg,572980,COCO_val2014_000000572980.jpg,adversarial,balanced
1603,2,yes,a,bird,16,animal,472143,COCO_val2014_000000472143.jpg,516396,COCO_val2014_000000516396.jpg,adversarial,balanced
149,2,yes,a,car,3,vehicle,218224,COCO_val2014_000000218224.jpg,256195,COCO_val2014_000000256195.jpg,adversarial,balanced
1741,2,yes,a,car,3,vehicle,343401,COCO_val2014_000000343401.jpg,92335,COCO_val2014_000000092335.jpg,adversarial,balanced
1613,2,yes,a,bottle,44,kitchen,236023,COCO_val2014_000000236023.jpg,208050,COCO_val2014_000000208050.jpg,adversarial,balanced
2991,2,yes,a,broccoli,56,food,361430,COCO_val2014_000000361430.jpg,568630,COCO_val2014_000000568630.jpg,adversarial,balanced
35,2,yes,a,bed,65,furniture,283412,COCO_val2014_000000283412.jpg,252629,COCO_val2014_000000252629.jpg,adversarial,balanced
2483,2,yes,a,potted plant,64,furniture,38645,COCO_val2014_000000038645.jpg,443952,COCO_val2014_000000443952.jpg,adversarial,balanced
2667,2,yes,a,car,3,vehicle,123570,COCO_val2014_000000123570.jpg,298699,COCO_val2014_000000298699.jpg,adversarial,balanced
509,2,yes,a,toilet,70,furniture,148766,COCO_val2014_000000148766.jpg,100711,COCO_val2014_000000100711.jpg,adversarial,balanced
1897,2,yes,an,orange,55,food,31971,COCO_val2014_000000031971.jpg,551849,COCO_val2014_000000551849.jpg,adversarial,balanced
2639,2,yes,a,handbag,31,accessory,16451,COCO_val2014_000000016451.jpg,495546,COCO_val2014_000000495546.jpg,adversarial,balanced
2567,2,yes,an,umbrella,28,accessory,156282,COCO_val2014_000000156282.jpg,357354,COCO_val2014_000000357354.jpg,adversarial,balanced
2717,2,yes,a,train,7,vehicle,318550,COCO_val2014_000000318550.jpg,249158,COCO_val2014_000000249158.jpg,adversarial,balanced
2719,2,yes,a,bowl,51,kitchen,367528,COCO_val2014_000000367528.jpg,12669,COCO_val2014_000000012669.jpg,adversarial,balanced
839,2,yes,a,bowl,51,kitchen,300876,COCO_val2014_000000300876.jpg,313627,COCO_val2014_000000313627.jpg,adversarial,balanced
2619,2,yes,a,suitcase,33,accessory,222118,COCO_val2014_000000222118.jpg,201526,COCO_val2014_000000201526.jpg,adversarial,balanced
1671,2,yes,a,laptop,73,electronic,97994,COCO_val2014_000000097994.jpg,36660,COCO_val2014_000000036660.jpg,adversarial,balanced
1935,2,yes,a,bottle,44,kitchen,505335,COCO_val2014_000000505335.jpg,332916,COCO_val2014_000000332916.jpg,adversarial,balanced
237,2,yes,a,backpack,27,accessory,500257,COCO_val2014_000000500257.jpg,151742,COCO_val2014_000000151742.jpg,adversarial,balanced
561,2,yes,a,bowl,51,kitchen,209755,COCO_val2014_000000209755.jpg,52700,COCO_val2014_000000052700.jpg,adversarial,balanced
715,2,yes,a,spoon,50,kitchen,226097,COCO_val2014_000000226097.jpg,72656,COCO_val2014_000000072656.jpg,adversarial,balanced
485,2,yes,a,sheep,20,animal,318204,COCO_val2014_000000318204.jpg,476109,COCO_val2014_000000476109.jpg,adversarial,balanced
1585,2,yes,a,bowl,51,kitchen,198312,COCO_val2014_000000198312.jpg,142879,COCO_val2014_000000142879.jpg,adversarial,balanced
275,2,yes,a,skis,35,sports,205729,COCO_val2014_000000205729.jpg,343524,COCO_val2014_000000343524.jpg,adversarial,balanced
2123,2,yes,a,couch,63,furniture,467887,COCO_val2014_000000467887.jpg,214919,COCO_val2014_000000214919.jpg,adversarial,balanced
1853,2,yes,a,laptop,73,electronic,286342,COCO_val2014_000000286342.jpg,451234,COCO_val2014_000000451234.jpg,adversarial,balanced
2371,2,yes,a,backpack,27,accessory,325347,COCO_val2014_000000325347.jpg,279138,COCO_val2014_000000279138.jpg,adversarial,balanced
1877,2,yes,a,spoon,50,kitchen,147165,COCO_val2014_000000147165.jpg,215244,COCO_val2014_000000215244.jpg,adversarial,balanced
2803,2,yes,a,chair,62,furniture,575355,COCO_val2014_000000575355.jpg,479011,COCO_val2014_000000479011.jpg,adversarial,balanced
505,2,yes,a,vase,86,indoor,148766,COCO_val2014_000000148766.jpg,207306,COCO_val2014_000000207306.jpg,adversarial,balanced
1335,2,yes,a,cell phone,77,electronic,299074,COCO_val2014_000000299074.jpg,506178,COCO_val2014_000000506178.jpg,adversarial,balanced
1709,2,yes,a,couch,63,furniture,301575,COCO_val2014_000000301575.jpg,484842,COCO_val2014_000000484842.jpg,adversarial,balanced
189,2,yes,a,bicycle,2,vehicle,63953,COCO_val2014_000000063953.jpg,255482,COCO_val2014_000000255482.jpg,adversarial,balanced
1999,2,yes,a,traffic light,10,outdoor,308907,COCO_val2014_000000308907.jpg,180830,COCO_val2014_000000180830.jpg,adversarial,balanced
2403,2,yes,a,boat,9,vehicle,328301,COCO_val2014_000000328301.jpg,182785,COCO_val2014_000000182785.jpg,adversarial,balanced
2085,2,yes,a,couch,63,furniture,433574,COCO_val2014_000000433574.jpg,120356,COCO_val2014_000000120356.jpg,adversarial,balanced
1505,2,yes,a,knife,49,kitchen,384040,COCO_val2014_000000384040.jpg,206147,COCO_val2014_000000206147.jpg,adversarial,balanced
335,2,yes,a,bottle,44,kitchen,217397,COCO_val2014_000000217397.jpg,261185,COCO_val2014_000000261185.jpg,adversarial,balanced
2573,2,yes,a,skis,35,sports,52689,COCO_val2014_000000052689.jpg,149005,COCO_val2014_000000149005.jpg,adversarial,balanced
137,2,yes,a,laptop,73,electronic,516916,COCO_val2014_000000516916.jpg,147958,COCO_val2014_000000147958.jpg,adversarial,balanced
229,2,yes,a,tv,72,electronic,31773,COCO_val2014_000000031773.jpg,431746,COCO_val2014_000000431746.jpg,adversarial,balanced
1651,2,yes,a,baseball glove,40,sports,199122,COCO_val2014_000000199122.jpg,178807,COCO_val2014_000000178807.jpg,adversarial,balanced
2681,2,yes,a,cell phone,77,electronic,224155,COCO_val2014_000000224155.jpg,116252,COCO_val2014_000000116252.jpg,adversarial,balanced
343,2,yes,a,traffic light,10,outdoor,54025,COCO_val2014_000000054025.jpg,14880,COCO_val2014_000000014880.jpg,adversarial,balanced
1839,2,yes,a,sports ball,37,sports,333756,COCO_val2014_000000333756.jpg,31542,COCO_val2014_000000031542.jpg,adversarial,balanced
917,2,yes,a,potted plant,64,furniture,539251,COCO_val2014_000000539251.jpg,312746,COCO_val2014_000000312746.jpg,adversarial,balanced
1993,2,yes,a,truck,8,vehicle,172648,COCO_val2014_000000172648.jpg,403862,COCO_val2014_000000403862.jpg,adversarial,balanced
1375,2,yes,a,backpack,27,accessory,37900,COCO_val2014_000000037900.jpg,73521,COCO_val2014_000000073521.jpg,adversarial,balanced
1549,2,yes,a,truck,8,vehicle,15338,COCO_val2014_000000015338.jpg,193717,COCO_val2014_000000193717.jpg,adversarial,balanced
99,2,yes,a,remote,75,electronic,482476,COCO_val2014_000000482476.jpg,489207,COCO_val2014_000000489207.jpg,adversarial,balanced
2689,2,yes,a,banana,52,food,265472,COCO_val2014_000000265472.jpg,314125,COCO_val2014_000000314125.jpg,adversarial,balanced
1281,2,yes,a,clock,85,indoor,98493,COCO_val2014_000000098493.jpg,115846,COCO_val2014_000000115846.jpg,adversarial,balanced
555,2,yes,a,bowl,51,kitchen,190185,COCO_val2014_000000190185.jpg,477195,COCO_val2014_000000477195.jpg,adversarial,balanced
2657,2,yes,a,fork,48,kitchen,283168,COCO_val2014_000000283168.jpg,18461,COCO_val2014_000000018461.jpg,adversarial,balanced
585,2,yes,a,toilet,70,furniture,257327,COCO_val2014_000000257327.jpg,264161,COCO_val2014_000000264161.jpg,adversarial,balanced
1359,2,yes,a,train,7,vehicle,505542,COCO_val2014_000000505542.jpg,438185,COCO_val2014_000000438185.jpg,adversarial,balanced
2713,2,yes,a,traffic light,10,outdoor,318550,COCO_val2014_000000318550.jpg,276413,COCO_val2014_000000276413.jpg,adversarial,balanced
931,2,yes,a,vase,86,indoor,327771,COCO_val2014_000000327771.jpg,255827,COCO_val2014_000000255827.jpg,adversarial,balanced
1629,2,yes,a,sandwich,54,food,183965,COCO_val2014_000000183965.jpg,66360,COCO_val2014_000000066360.jpg,adversarial,balanced
339,2,yes,a,bed,65,furniture,60213,COCO_val2014_000000060213.jpg,279491,COCO_val2014_000000279491.jpg,adversarial,balanced
1797,2,yes,a,bottle,44,kitchen,100238,COCO_val2014_000000100238.jpg,523660,COCO_val2014_000000523660.jpg,adversarial,balanced
1659,2,yes,a,cake,61,food,442809,COCO_val2014_000000442809.jpg,469936,COCO_val2014_000000469936.jpg,adversarial,balanced
2525,2,yes,a,dining table,67,furniture,209290,COCO_val2014_000000209290.jpg,241301,COCO_val2014_000000241301.jpg,adversarial,balanced
1861,2,yes,a,wine glass,46,kitchen,405740,COCO_val2014_000000405740.jpg,402077,COCO_val2014_000000402077.jpg,adversarial,balanced
1415,2,yes,a,bench,15,outdoor,200583,COCO_val2014_000000200583.jpg,404718,COCO_val2014_000000404718.jpg,adversarial,balanced
2951,2,yes,a,vase,86,indoor,401398,COCO_val2014_000000401398.jpg,348015,COCO_val2014_000000348015.jpg,adversarial,balanced
1565,2,yes,an,umbrella,28,accessory,408757,COCO_val2014_000000408757.jpg,574769,COCO_val2014_000000574769.jpg,adversarial,balanced
1185,2,yes,a,dining table,67,furniture,175437,COCO_val2014_000000175437.jpg,557239,COCO_val2014_000000557239.jpg,adversarial,balanced
2103,2,yes,a,laptop,73,electronic,493753,COCO_val2014_000000493753.jpg,324322,COCO_val2014_000000324322.jpg,adversarial,balanced
2735,2,yes,a,potted plant,64,furniture,214421,COCO_val2014_000000214421.jpg,145318,COCO_val2014_000000145318.jpg,adversarial,balanced
1413,2,yes,a,boat,9,vehicle,200583,COCO_val2014_000000200583.jpg,266831,COCO_val2014_000000266831.jpg,adversarial,balanced
2973,2,yes,a,sports ball,37,sports,15738,COCO_val2014_000000015738.jpg,515350,COCO_val2014_000000515350.jpg,adversarial,balanced
2121,2,yes,a,mouse,74,electronic,467887,COCO_val2014_000000467887.jpg,375875,COCO_val2014_000000375875.jpg,adversarial,balanced
2501,2,yes,a,remote,75,electronic,378751,COCO_val2014_000000378751.jpg,93140,COCO_val2014_000000093140.jpg,adversarial,balanced
757,2,yes,a,traffic light,10,outdoor,44520,COCO_val2014_000000044520.jpg,316658,COCO_val2014_000000316658.jpg,adversarial,balanced
1305,2,yes,an,orange,55,food,355342,COCO_val2014_000000355342.jpg,260618,COCO_val2014_000000260618.jpg,adversarial,balanced
2727,2,yes,a,car,3,vehicle,252911,COCO_val2014_000000252911.jpg,382848,COCO_val2014_000000382848.jpg,adversarial,balanced
1879,2,yes,a,truck,8,vehicle,495311,COCO_val2014_000000495311.jpg,44065,COCO_val2014_000000044065.jpg,adversarial,balanced
2075,2,yes,a,motorcycle,4,vehicle,541783,COCO_val2014_000000541783.jpg,510169,COCO_val2014_000000510169.jpg,adversarial,balanced
2881,2,yes,a,car,3,vehicle,69863,COCO_val2014_000000069863.jpg,452122,COCO_val2014_000000452122.jpg,adversarial,balanced
749,2,yes,a,vase,86,indoor,482275,COCO_val2014_000000482275.jpg,266487,COCO_val2014_000000266487.jpg,adversarial,balanced
1443,2,yes,a,laptop,73,electronic,407386,COCO_val2014_000000407386.jpg,568281,COCO_val2014_000000568281.jpg,adversarial,balanced
2523,2,yes,a,fork,48,kitchen,209290,COCO_val2014_000000209290.jpg,468505,COCO_val2014_000000468505.jpg,adversarial,balanced
1461,2,yes,a,motorcycle,4,vehicle,115626,COCO_val2014_000000115626.jpg,314836,COCO_val2014_000000314836.jpg,adversarial,balanced
411,2,yes,a,bed,65,furniture,239347,COCO_val2014_000000239347.jpg,41846,COCO_val2014_000000041846.jpg,adversarial,balanced
705,2,yes,a,bench,15,outdoor,32610,COCO_val2014_000000032610.jpg,106335,COCO_val2014_000000106335.jpg,adversarial,balanced
1007,2,yes,a,bottle,44,kitchen,189694,COCO_val2014_000000189694.jpg,311378,COCO_val2014_000000311378.jpg,adversarial,balanced
689,2,yes,an,airplane,5,vehicle,69196,COCO_val2014_000000069196.jpg,44061,COCO_val2014_000000044061.jpg,adversarial,balanced
507,2,yes,a,bowl,51,kitchen,148766,COCO_val2014_000000148766.jpg,534335,COCO_val2014_000000534335.jpg,adversarial,balanced
2163,2,yes,a,sports ball,37,sports,155131,COCO_val2014_000000155131.jpg,296994,COCO_val2014_000000296994.jpg,adversarial,balanced
2387,2,yes,a,suitcase,33,accessory,61507,COCO_val2014_000000061507.jpg,261603,COCO_val2014_000000261603.jpg,adversarial,balanced
2077,2,yes,a,bowl,51,kitchen,445200,COCO_val2014_000000445200.jpg,173091,COCO_val2014_000000173091.jpg,adversarial,balanced
991,2,yes,a,backpack,27,accessory,506483,COCO_val2014_000000506483.jpg,336793,COCO_val2014_000000336793.jpg,adversarial,balanced
2289,2,yes,a,pizza,59,food,21327,COCO_val2014_000000021327.jpg,556183,COCO_val2014_000000556183.jpg,adversarial,balanced
366,3,no,a,knife,49,kitchen,575755,COCO_val2014_000000575755.jpg,106909,COCO_val2014_000000106909.jpg,adversarial,balanced
1902,3,no,a,tv,72,electronic,31971,COCO_val2014_000000031971.jpg,158222,COCO_val2014_000000158222.jpg,adversarial,balanced
2732,3,no,a,chair,62,furniture,214421,COCO_val2014_000000214421.jpg,555239,COCO_val2014_000000555239.jpg,adversarial,balanced
2048,3,no,a,handbag,31,accessory,348469,COCO_val2014_000000348469.jpg,148392,COCO_val2014_000000148392.jpg,adversarial,balanced
2238,3,no,a,couch,63,furniture,355256,COCO_val2014_000000355256.jpg,476035,COCO_val2014_000000476035.jpg,adversarial,balanced
940,3,no,a,car,3,vehicle,280734,COCO_val2014_000000280734.jpg,156685,COCO_val2014_000000156685.jpg,adversarial,balanced
1796,3,no,a,car,3,vehicle,100238,COCO_val2014_000000100238.jpg,7386,COCO_val2014_000000007386.jpg,adversarial,balanced
1048,3,no,a,truck,8,vehicle,205206,COCO_val2014_000000205206.jpg,381709,COCO_val2014_000000381709.jpg,adversarial,balanced
2930,3,no,a,car,3,vehicle,533201,COCO_val2014_000000533201.jpg,440037,COCO_val2014_000000440037.jpg,adversarial,balanced
2502,3,no,a,dining table,67,furniture,378751,COCO_val2014_000000378751.jpg,387470,COCO_val2014_000000387470.jpg,adversarial,balanced
958,3,no,a,car,3,vehicle,489728,COCO_val2014_000000489728.jpg,581394,COCO_val2014_000000581394.jpg,adversarial,balanced
1506,3,no,a,cake,61,food,384040,COCO_val2014_000000384040.jpg,64779,COCO_val2014_000000064779.jpg,adversarial,balanced
1232,3,no,a,potted plant,64,furniture,49473,COCO_val2014_000000049473.jpg,116479,COCO_val2014_000000116479.jpg,adversarial,balanced
1536,3,no,a,cup,47,kitchen,70813,COCO_val2014_000000070813.jpg,187348,COCO_val2014_000000187348.jpg,adversarial,balanced
22,3,no,a,vase,86,indoor,211674,COCO_val2014_000000211674.jpg,486568,COCO_val2014_000000486568.jpg,adversarial,balanced
288,3,no,a,dining table,67,furniture,329717,COCO_val2014_000000329717.jpg,534271,COCO_val2014_000000534271.jpg,adversarial,balanced
650,3,no,a,car,3,vehicle,414516,COCO_val2014_000000414516.jpg,519027,COCO_val2014_000000519027.jpg,adversarial,balanced
1728,3,no,a,vase,86,indoor,473199,COCO_val2014_000000473199.jpg,206757,COCO_val2014_000000206757.jpg,adversarial,balanced
46,3,no,a,book,84,indoor,461331,COCO_val2014_000000461331.jpg,351096,COCO_val2014_000000351096.jpg,adversarial,balanced
1408,3,no,a,dining table,67,furniture,511341,COCO_val2014_000000511341.jpg,251655,COCO_val2014_000000251655.jpg,adversarial,balanced
2446,3,no,a,cup,47,kitchen,238029,COCO_val2014_000000238029.jpg,163473,COCO_val2014_000000163473.jpg,adversarial,balanced
1108,3,no,a,tennis racket,43,sports,40361,COCO_val2014_000000040361.jpg,48917,COCO_val2014_000000048917.jpg,adversarial,balanced
2612,3,no,a,handbag,31,accessory,415727,COCO_val2014_000000415727.jpg,185125,COCO_val2014_000000185125.jpg,adversarial,balanced
350,3,no,a,car,3,vehicle,84447,COCO_val2014_000000084447.jpg,419856,COCO_val2014_000000419856.jpg,adversarial,balanced
2242,3,no,a,couch,63,furniture,304819,COCO_val2014_000000304819.jpg,556420,COCO_val2014_000000556420.jpg,adversarial,balanced
1148,3,no,a,car,3,vehicle,529668,COCO_val2014_000000529668.jpg,62459,COCO_val2014_000000062459.jpg,adversarial,balanced
2820,3,no,a,tennis racket,43,sports,559547,COCO_val2014_000000559547.jpg,491058,COCO_val2014_000000491058.jpg,adversarial,balanced
1428,3,no,a,dining table,67,furniture,100215,COCO_val2014_000000100215.jpg,221536,COCO_val2014_000000221536.jpg,adversarial,balanced
1832,3,no,a,bottle,44,kitchen,349936,COCO_val2014_000000349936.jpg,238708,COCO_val2014_000000238708.jpg,adversarial,balanced
2084,3,no,a,car,3,vehicle,433574,COCO_val2014_000000433574.jpg,107800,COCO_val2014_000000107800.jpg,adversarial,balanced
2850,3,no,a,bowl,51,kitchen,264155,COCO_val2014_000000264155.jpg,46732,COCO_val2014_000000046732.jpg,adversarial,balanced
2500,3,no,a,book,84,indoor,378751,COCO_val2014_000000378751.jpg,568111,COCO_val2014_000000568111.jpg,adversarial,balanced
1660,3,no,a,dining table,67,furniture,442809,COCO_val2014_000000442809.jpg,157053,COCO_val2014_000000157053.jpg,adversarial,balanced
1380,3,no,a,cup,47,kitchen,37900,COCO_val2014_000000037900.jpg,60823,COCO_val2014_000000060823.jpg,adversarial,balanced
2880,3,no,a,chair,62,furniture,8749,COCO_val2014_000000008749.jpg,474519,COCO_val2014_000000474519.jpg,adversarial,balanced
2268,3,no,a,dining table,67,furniture,235541,COCO_val2014_000000235541.jpg,511895,COCO_val2014_000000511895.jpg,adversarial,balanced
2630,3,no,a,chair,62,furniture,117527,COCO_val2014_000000117527.jpg,39399,COCO_val2014_000000039399.jpg,adversarial,balanced
1076,3,no,an,orange,55,food,227204,COCO_val2014_000000227204.jpg,213156,COCO_val2014_000000213156.jpg,adversarial,balanced
846,3,no,a,book,84,indoor,443240,COCO_val2014_000000443240.jpg,135914,COCO_val2014_000000135914.jpg,adversarial,balanced
2570,3,no,a,car,3,vehicle,52689,COCO_val2014_000000052689.jpg,455040,COCO_val2014_000000455040.jpg,adversarial,balanced
714,3,no,a,truck,8,vehicle,239130,COCO_val2014_000000239130.jpg,307074,COCO_val2014_000000307074.jpg,adversarial,balanced
26,3,no,a,bus,6,vehicle,458338,COCO_val2014_000000458338.jpg,561766,COCO_val2014_000000561766.jpg,adversarial,balanced
2692,3,no,a,cup,47,kitchen,265472,COCO_val2014_000000265472.jpg,580608,COCO_val2014_000000580608.jpg,adversarial,balanced
2076,3,no,a,bicycle,2,vehicle,541783,COCO_val2014_000000541783.jpg,59455,COCO_val2014_000000059455.jpg,adversarial,balanced
1608,3,no,a,bottle,44,kitchen,472143,COCO_val2014_000000472143.jpg,139260,COCO_val2014_000000139260.jpg,adversarial,balanced
2676,3,no,a,chair,62,furniture,365317,COCO_val2014_000000365317.jpg,440299,COCO_val2014_000000440299.jpg,adversarial,balanced
2530,3,no,a,dining table,67,furniture,564511,COCO_val2014_000000564511.jpg,497281,COCO_val2014_000000497281.jpg,adversarial,balanced
2156,3,no,a,car,3,vehicle,279499,COCO_val2014_000000279499.jpg,330604,COCO_val2014_000000330604.jpg,adversarial,balanced
1574,3,no,a,dining table,67,furniture,204100,COCO_val2014_000000204100.jpg,515904,COCO_val2014_000000515904.jpg,adversarial,balanced
1874,3,no,a,bottle,44,kitchen,147165,COCO_val2014_000000147165.jpg,459825,COCO_val2014_000000459825.jpg,adversarial,balanced
430,3,no,a,baseball glove,40,sports,80022,COCO_val2014_000000080022.jpg,376545,COCO_val2014_000000376545.jpg,adversarial,balanced
364,3,no,a,bowl,51,kitchen,575755,COCO_val2014_000000575755.jpg,165029,COCO_val2014_000000165029.jpg,adversarial,balanced
1944,3,no,a,banana,52,food,172342,COCO_val2014_000000172342.jpg,350457,COCO_val2014_000000350457.jpg,adversarial,balanced
136,3,no,a,book,84,indoor,516916,COCO_val2014_000000516916.jpg,355214,COCO_val2014_000000355214.jpg,adversarial,balanced
2628,3,no,a,couch,63,furniture,514292,COCO_val2014_000000514292.jpg,406201,COCO_val2014_000000406201.jpg,adversarial,balanced
2894,3,no,a,dog,18,animal,429913,COCO_val2014_000000429913.jpg,515050,COCO_val2014_000000515050.jpg,adversarial,balanced
2740,3,no,a,car,3,vehicle,50627,COCO_val2014_000000050627.jpg,346482,COCO_val2014_000000346482.jpg,adversarial,balanced
334,3,no,a,cup,47,kitchen,217397,COCO_val2014_000000217397.jpg,214349,COCO_val2014_000000214349.jpg,adversarial,balanced
2710,3,no,a,traffic light,10,outdoor,505933,COCO_val2014_000000505933.jpg,344844,COCO_val2014_000000344844.jpg,adversarial,balanced
1170,3,no,a,dining table,67,furniture,327038,COCO_val2014_000000327038.jpg,241,COCO_val2014_000000000241.jpg,adversarial,balanced
540,3,no,a,vase,86,indoor,498374,COCO_val2014_000000498374.jpg,7795,COCO_val2014_000000007795.jpg,adversarial,balanced
1924,3,no,a,dining table,67,furniture,276693,COCO_val2014_000000276693.jpg,167898,COCO_val2014_000000167898.jpg,adversarial,balanced
2320,3,no,a,car,3,vehicle,553992,COCO_val2014_000000553992.jpg,20410,COCO_val2014_000000020410.jpg,adversarial,balanced
994,3,no,a,dining table,67,furniture,506483,COCO_val2014_000000506483.jpg,397042,COCO_val2014_000000397042.jpg,adversarial,balanced
2440,3,no,a,car,3,vehicle,267684,COCO_val2014_000000267684.jpg,146837,COCO_val2014_000000146837.jpg,adversarial,balanced
2378,3,no,a,backpack,27,accessory,256906,COCO_val2014_000000256906.jpg,300353,COCO_val2014_000000300353.jpg,adversarial,balanced
124,3,no,a,bottle,44,kitchen,336872,COCO_val2014_000000336872.jpg,469356,COCO_val2014_000000469356.jpg,adversarial,balanced
1258,3,no,a,car,3,vehicle,295377,COCO_val2014_000000295377.jpg,527644,COCO_val2014_000000527644.jpg,adversarial,balanced
1410,3,no,a,chair,62,furniture,511341,COCO_val2014_000000511341.jpg,403295,COCO_val2014_000000403295.jpg,adversarial,balanced
2578,3,no,a,car,3,vehicle,516601,COCO_val2014_000000516601.jpg,450711,COCO_val2014_000000450711.jpg,adversarial,balanced
218,3,no,a,dining table,67,furniture,498759,COCO_val2014_000000498759.jpg,534857,COCO_val2014_000000534857.jpg,adversarial,balanced
646,3,no,a,motorcycle,4,vehicle,382670,COCO_val2014_000000382670.jpg,427870,COCO_val2014_000000427870.jpg,adversarial,balanced
2434,3,no,a,bicycle,2,vehicle,446651,COCO_val2014_000000446651.jpg,32456,COCO_val2014_000000032456.jpg,adversarial,balanced
898,3,no,a,traffic light,10,outdoor,354398,COCO_val2014_000000354398.jpg,501898,COCO_val2014_000000501898.jpg,adversarial,balanced
730,3,no,a,car,3,vehicle,114710,COCO_val2014_000000114710.jpg,488270,COCO_val2014_000000488270.jpg,adversarial,balanced
728,3,no,a,handbag,31,accessory,114710,COCO_val2014_000000114710.jpg,198448,COCO_val2014_000000198448.jpg,adversarial,balanced
986,3,no,a,spoon,50,kitchen,460931,COCO_val2014_000000460931.jpg,267664,COCO_val2014_000000267664.jpg,adversarial,balanced
1542,3,no,a,chair,62,furniture,318209,COCO_val2014_000000318209.jpg,325992,COCO_val2014_000000325992.jpg,adversarial,balanced
1156,3,no,a,car,3,vehicle,376959,COCO_val2014_000000376959.jpg,467848,COCO_val2014_000000467848.jpg,adversarial,balanced
1602,3,no,a,dining table,67,furniture,309371,COCO_val2014_000000309371.jpg,333888,COCO_val2014_000000333888.jpg,adversarial,balanced
438,3,no,a,tv,72,electronic,564336,COCO_val2014_000000564336.jpg,317763,COCO_val2014_000000317763.jpg,adversarial,balanced
432,3,no,a,chair,62,furniture,80022,COCO_val2014_000000080022.jpg,281019,COCO_val2014_000000281019.jpg,adversarial,balanced
1740,3,no,a,bird,16,animal,431615,COCO_val2014_000000431615.jpg,265059,COCO_val2014_000000265059.jpg,adversarial,balanced
2366,3,no,a,dining table,67,furniture,337502,COCO_val2014_000000337502.jpg,307611,COCO_val2014_000000307611.jpg,adversarial,balanced
1282,3,no,a,dining table,67,furniture,98493,COCO_val2014_000000098493.jpg,435807,COCO_val2014_000000435807.jpg,adversarial,balanced
2784,3,no,a,tv,72,electronic,79213,COCO_val2014_000000079213.jpg,54924,COCO_val2014_000000054924.jpg,adversarial,balanced
1008,3,no,a,dining table,67,furniture,189694,COCO_val2014_000000189694.jpg,251572,COCO_val2014_000000251572.jpg,adversarial,balanced
2566,3,no,a,surfboard,42,sports,156282,COCO_val2014_000000156282.jpg,66568,COCO_val2014_000000066568.jpg,adversarial,balanced
2038,3,no,a,car,3,vehicle,363908,COCO_val2014_000000363908.jpg,383163,COCO_val2014_000000383163.jpg,adversarial,balanced
276,3,no,a,snowboard,36,sports,205729,COCO_val2014_000000205729.jpg,228297,COCO_val2014_000000228297.jpg,adversarial,balanced
1604,3,no,a,boat,9,vehicle,472143,COCO_val2014_000000472143.jpg,350157,COCO_val2014_000000350157.jpg,adversarial,balanced
504,3,no,a,cup,47,kitchen,199764,COCO_val2014_000000199764.jpg,208566,COCO_val2014_000000208566.jpg,adversarial,balanced
2512,3,no,a,truck,8,vehicle,246928,COCO_val2014_000000246928.jpg,406119,COCO_val2014_000000406119.jpg,adversarial,balanced
1054,3,no,a,car,3,vehicle,18150,COCO_val2014_000000018150.jpg,267862,COCO_val2014_000000267862.jpg,adversarial,balanced
1712,3,no,a,dog,18,animal,239773,COCO_val2014_000000239773.jpg,237566,COCO_val2014_000000237566.jpg,adversarial,balanced
1290,3,no,a,truck,8,vehicle,201148,COCO_val2014_000000201148.jpg,202810,COCO_val2014_000000202810.jpg,adversarial,balanced
1460,3,no,a,car,3,vehicle,115626,COCO_val2014_000000115626.jpg,305978,COCO_val2014_000000305978.jpg,adversarial,balanced
2082,3,no,a,chair,62,furniture,445200,COCO_val2014_000000445200.jpg,450100,COCO_val2014_000000450100.jpg,adversarial,balanced
1738,3,no,a,dining table,67,furniture,431615,COCO_val2014_000000431615.jpg,373713,COCO_val2014_000000373713.jpg,adversarial,balanced
1900,3,no,a,dining table,67,furniture,31971,COCO_val2014_000000031971.jpg,542095,COCO_val2014_000000542095.jpg,adversarial,balanced
1830,3,no,a,baseball glove,40,sports,198397,COCO_val2014_000000198397.jpg,400062,COCO_val2014_000000400062.jpg,adversarial,balanced
2938,3,no,a,tv,72,electronic,235203,COCO_val2014_000000235203.jpg,135478,COCO_val2014_000000135478.jpg,adversarial,balanced
2314,3,no,a,dining table,67,furniture,42685,COCO_val2014_000000042685.jpg,540645,COCO_val2014_000000540645.jpg,adversarial,balanced
2982,3,no,a,tv,72,electronic,497599,COCO_val2014_000000497599.jpg,40821,COCO_val2014_000000040821.jpg,adversarial,balanced
570,3,no,a,bus,6,vehicle,227227,COCO_val2014_000000227227.jpg,392382,COCO_val2014_000000392382.jpg,adversarial,balanced
822,3,no,a,backpack,27,accessory,500473,COCO_val2014_000000500473.jpg,307842,COCO_val2014_000000307842.jpg,adversarial,balanced
916,3,no,a,car,3,vehicle,539251,COCO_val2014_000000539251.jpg,105611,COCO_val2014_000000105611.jpg,adversarial,balanced
806,3,no,a,dining table,67,furniture,102439,COCO_val2014_000000102439.jpg,180045,COCO_val2014_000000180045.jpg,adversarial,balanced
2572,3,no,a,dining table,67,furniture,52689,COCO_val2014_000000052689.jpg,463842,COCO_val2014_000000463842.jpg,adversarial,balanced
2448,3,no,a,bottle,44,kitchen,238029,COCO_val2014_000000238029.jpg,52835,COCO_val2014_000000052835.jpg,adversarial,balanced
